0.0	-0.065	-0.065	-0.065	-0.065	-0.065	
5.0E-5	-0.065	-0.065	-0.065	-0.065	-0.065	
1.0E-4	-0.065	-0.065	-0.065	-0.065	-0.065	
1.5E-4	-0.065	-0.065	-0.065	-0.065	-0.065	
2.0E-4	-0.065	-0.065	-0.065	-0.065	-0.065	
2.5E-4	-0.065	-0.065	-0.065	-0.065	-0.065	
3.0E-4	-0.065	-0.065	-0.065	-0.065	-0.065	
3.5E-4	-0.065	-0.065	-0.065	-0.065	-0.065	
4.0E-4	-0.065	-0.065	-0.065	-0.065	-0.065	
4.5E-4	-0.065	-0.065	-0.065	-0.065	-0.065	
5.0E-4	-0.065	-0.065	-0.065	-0.065	-0.065	
5.5E-4	-0.065	-0.065	-0.065	-0.065	-0.065	
6.0E-4	-0.065	-0.065	-0.065	-0.065	-0.065	
6.5E-4	-0.065	-0.065	-0.065	-0.065	-0.065	
7.0E-4	-0.065	-0.065	-0.065	-0.065	-0.065	
7.5E-4	-0.065	-0.065	-0.065	-0.065	-0.065	
8.0E-4	-0.065	-0.065	-0.065	-0.065	-0.065	
8.5E-4	-0.065	-0.065	-0.065	-0.065	-0.065	
9.0E-4	-0.065	-0.065	-0.065	-0.065	-0.065	
9.5E-4	-0.065	-0.065	-0.065	-0.065	-0.065	
0.001	-0.065	-0.065	-0.065	-0.065	-0.065	
0.00105	-0.065	-0.065	-0.065	-0.065	-0.065	
0.0011	-0.065	-0.065	-0.065	-0.065	-0.065	
0.00115	-0.065	-0.065	-0.065	-0.065	-0.065	
0.0012	-0.065	-0.065	-0.065	-0.065	-0.065	
0.00125	-0.065	-0.065	-0.065	-0.065	-0.065	
0.0013	-0.065	-0.065	-0.065	-0.065	-0.065	
0.00135	-0.065	-0.065	-0.065	-0.065	-0.065	
0.0014	-0.065	-0.065	-0.065	-0.065	-0.065	
0.00145	-0.065	-0.065	-0.065	-0.065	-0.065	
0.0015	-0.065	-0.065	-0.065	-0.065	-0.065	
0.00155	-0.065	-0.065	-0.065	-0.065	-0.065	
0.0016	-0.065	-0.065	-0.065	-0.065	-0.065	
0.00165	-0.065	-0.065	-0.065	-0.065	-0.065	
0.0017	-0.065	-0.065	-0.065	-0.065	-0.065	
0.00175	-0.065	-0.065	-0.065	-0.065	-0.065	
0.0018	-0.065	-0.065	-0.065	-0.065	-0.065	
0.00185	-0.065	-0.065	-0.065	-0.065	-0.065	
0.0019	-0.065	-0.065	-0.065	-0.065	-0.065	
